Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),words_frequency,ASCII Sum,Has Duplicate Letters,letter_frequency_mul,letter_frequency_sum,Letter Frequency Sum
2022/5/11,326,farce,79446,5688,0,9,26,32,21,9,1,1.52E-06,513,FALSE,1.182516484,0.31866,0
2022/5/10,325,gecko,74412,5489,0,2,16,38,29,12,2,3.34E-07,521,FALSE,0.970000804,0.25778,0
2022/5/9,324,shine,88932,6146,1,14,32,30,17,6,1,7.71E-06,535,FALSE,1.406287849,0.38838,0
2022/5/8,323,canny,72518,5256,0,2,10,30,34,20,4,6.52E-07,537,TRUE,1.075670032,0.26421,0
2022/5/7,322,midst,74458,5233,0,3,25,39,24,9,1,1.67E-05,545,FALSE,1.156607117,0.29008,0
2022/5/6,321,badge,76292,5482,0,4,20,35,26,12,2,3.93E-06,499,FALSE,1.071042198,0.28629,0
2022/5/5,320,homer,85979,6313,0,3,16,26,24,19,12,5.72E-06,539,FALSE,1.277106801,0.34696,0
2022/5/4,319,train,107750,7243,6,26,32,22,10,3,0,4.92E-05,542,FALSE,1.382362488,0.36925,0
2022/5/3,318,hairy,85817,5941,1,8,24,33,23,10,1,3.16E-06,541,FALSE,1.163857427,0.29188,0
2022/5/2,317,story,95643,6530,1,10,23,29,24,11,2,0.000163662,577,FALSE,1.201159757,0.30851,0
2022/5/1,316,forgo,77658,5699,0,1,9,26,37,23,3,9.42E-07,541,TRUE,1.039840766,0.25244,0
2022/4/30,315,larva,77991,5749,0,2,10,25,35,23,4,9.26E-07,534,TRUE,1.085356435,0.27324,0
2022/4/28,313,zesty,88974,6315,0,2,12,27,30,22,7,1.61E-07,575,FALSE,1.063351947,0.30133,0
2022/4/27,312,shown,98967,6564,0,6,26,36,22,8,1,0.000133095,559,FALSE,1.16841812,0.29037,0
2022/4/26,311,heist,103153,6830,1,13,32,31,16,6,1,4.18E-07,541,FALSE,1.457595717,0.41145,0
2022/4/25,310,askew,91548,6549,0,3,13,29,32,19,4,8.70E-07,539,FALSE,1.106976397,0.30328,0
2022/4/24,309,inert,97452,6743,0,7,27,34,22,9,1,2.84E-06,546,FALSE,1.465325362,0.4146,0
2022/4/23,308,olive,95562,6482,1,6,25,34,23,10,1,1.58E-05,543,FALSE,1.17813951,0.32178,0
2022/4/22,307,plant,119232,7731,2,19,39,28,10,3,0,6.70E-05,543,FALSE,1.167858486,0.29926,0
2022/4/21,306,oxide,97955,6960,0,2,11,30,33,21,4,1.13E-05,537,FALSE,1.134106653,0.31578,0
2022/4/20,305,cargo,102007,6796,0,5,20,34,27,12,2,9.42E-06,524,FALSE,1.076058586,0.26458,0
2022/4/19,304,foyer,108899,8198,0,2,10,19,19,23,26,2.91E-06,549,FALSE,1.135806014,0.30398,0
2022/4/18,303,flair,112383,7341,1,8,30,36,18,6,1,1.43E-06,526,FALSE,1.11492121,0.27373,0
2022/4/17,302,ample,106681,7008,0,4,20,35,27,11,2,6.63E-06,527,FALSE,1.099087009,0.29229,0
2022/4/16,301,cheek,107987,7035,0,3,19,40,28,9,1,2.56E-05,512,TRUE,1.200165959,0.35052,0
2022/4/15,300,shame,129991,8522,1,11,22,25,21,15,5,2.41E-05,526,FALSE,1.300602287,0.35696,0
2022/4/14,299,mince,113448,7356,0,6,24,35,24,10,1,8.87E-07,524,FALSE,1.181485515,0.31605,0
2022/4/13,298,chunk,123255,7835,1,4,29,42,18,5,1,2.95E-06,537,FALSE,0.849273059,0.19155,0
2022/4/12,297,royal,114907,7275,1,5,24,36,23,9,1,5.14E-05,551,FALSE,1.11712153,0.2766,0
2022/4/11,296,squad,109828,7236,0,3,20,33,27,14,2,6.11E-06,542,FALSE,0.893270525,0.216,0
2022/4/10,295,black,126241,7894,1,10,31,34,18,6,1,0.000223749,509,FALSE,0.770165684,0.17238,0
2022/4/9,294,stair,134210,8537,2,21,36,26,11,4,1,2.50E-06,547,FALSE,1.371843875,0.36503,0
2022/4/8,293,scare,141158,9010,1,12,23,26,21,13,4,5.67E-06,526,FALSE,1.312203771,0.35965,0
2022/4/7,292,foray,117761,7575,0,2,14,31,31,19,4,8.86E-07,545,FALSE,1.05284314,0.25863,0
2022/4/6,291,comma,117856,7560,0,2,13,33,33,17,3,1.72E-06,525,TRUE,0.97811059,0.23268,0
2022/4/5,290,natal,121356,7702,0,2,14,32,32,17,3,2.15E-06,528,TRUE,1.353142047,0.36164,0
2022/4/4,289,shawl,129651,7943,0,3,16,31,30,16,3,2.60E-06,543,FALSE,1.1072171,0.26973,0
2022/4/3,288,fewer,124532,7931,0,2,10,24,32,26,6,1.97E-05,537,TRUE,1.249272641,0.35979,0
2022/4/2,287,trope,155079,9315,1,16,33,28,15,6,1,2.16E-06,554,FALSE,1.325413308,0.37181,0
2022/4/1,286,snout,144648,8913,1,4,19,27,26,18,5,1.41E-06,569,FALSE,1.251535841,0.32397,0
2022/3/31,285,lowly,135219,8469,0,2,9,26,32,24,8,2.24E-06,567,TRUE,0.892881807,0.19891,0
2022/3/30,284,stove,158139,9318,0,5,16,24,27,21,6,7.32E-06,561,FALSE,1.289597196,0.3657,0
2022/3/29,283,shall,149070,8494,0,3,17,30,28,17,4,0.00025302,532,TRUE,1.166210876,0.28638,0
2022/3/28,282,found,173696,10613,1,6,17,22,20,21,14,0.000393437,540,FALSE,1.001799876,0.23495,0
2022/3/27,281,nymph,165468,9935,1,2,18,44,26,26,9,1.39E-06,556,FALSE,0.859497377,0.19152,0
2022/3/26,280,epoxy,149507,9376,0,2,13,31,33,18,3,1.90E-06,565,FALSE,0.894284811,0.24262,0
2022/3/25,279,depot,150197,8562,0,5,29,36,20,7,1,3.23E-06,540,FALSE,1.275960109,0.35447,0
2022/3/24,278,chest,169066,9318,1,14,35,31,14,5,1,6.94E-05,535,FALSE,1.333622069,0.36961,0
2022/3/23,277,purge,156785,8555,1,4,22,35,26,11,2,2.17E-06,547,FALSE,0.987568881,0.25391,0
2022/3/22,276,slosh,160161,8807,0,2,19,36,27,13,2,1.74E-07,553,TRUE,1.216893284,0.3028,0
2022/3/21,275,their,173636,9200,2,14,36,30,13,4,0,0.002028576,540,FALSE,1.448826719,0.40805,0
2022/3/20,274,renew,154987,8417,0,4,20,33,27,13,2,3.71E-06,545,TRUE,1.38947854,0.405,0
2022/3/19,273,allow,156311,8515,0,5,21,32,26,14,3,8.98E-05,543,TRUE,1.076258894,0.26084,0
2022/3/18,272,saute,179830,9304,1,8,31,34,19,6,1,1.06E-07,546,FALSE,1.381903742,0.3901,0
2022/3/17,271,movie,169071,8847,1,5,18,30,26,16,3,2.53E-05,544,FALSE,1.120961999,0.30559,0
2022/3/16,270,cater,217856,11234,1,7,19,22,19,18,15,1.75E-06,527,FALSE,1.374030252,0.38694,0
2022/3/15,269,tease,202855,10024,1,16,32,30,16,6,1,3.64E-06,530,TRUE,1.617155231,0.48954,0
2022/3/14,268,smelt,185406,9373,0,5,19,33,28,13,2,1.56E-06,549,FALSE,1.259802751,0.34516,0
2022/3/13,267,focus,179436,8937,1,4,23,36,24,10,1,0.000118429,544,FALSE,0.941307504,0.21602,0
2022/3/12,266,today,192049,9353,1,7,29,35,20,7,1,0.000148699,545,FALSE,1.194903709,0.30957,0
2022/3/11,265,watch,226349,12400,1,6,14,18,17,24,20,7.34E-05,535,FALSE,1.126256521,0.28459,0
2022/3/10,264,lapse,208884,9960,0,8,31,34,19,7,1,2.91E-06,533,FALSE,1.221673417,0.3315,0
2022/3/9,263,month,201799,9435,1,5,26,37,22,8,1,6.32E-05,550,FALSE,1.232060867,0.31812,0
2022/3/8,262,sweet,207473,9767,1,5,18,31,28,15,2,5.18E-05,552,TRUE,1.449555406,0.43147,0
2022/3/7,261,hoard,218595,9823,1,9,30,34,19,7,1,1.11E-06,526,FALSE,1.258508137,0.32008,0
2022/3/6,260,cloth,218595,9911,1,8,33,34,17,7,1,1.72E-05,538,FALSE,1.170523809,0.29464,0
2022/3/5,259,brine,229895,10405,1,9,25,29,22,12,3,1.66E-06,528,FALSE,1.242050372,0.33896,0
2022/3/4,258,ahead,203730,9396,1,5,20,35,26,12,2,5.29E-05,499,TRUE,1.408163649,0.39383,0
2022/3/3,257,mourn,240018,10465,1,8,29,34,19,8,1,2.56E-06,561,FALSE,1.058353955,0.25407,0
2022/3/2,256,nasty,257304,10813,1,7,26,31,21,11,2,6.78E-06,559,FALSE,1.235173857,0.32273,0
2022/3/1,255,rupee,240137,10577,1,2,17,35,30,13,2,5.23E-07,545,TRUE,1.252184727,0.36078,0
2022/2/28,254,choke,251094,10521,1,8,30,36,18,6,1,2.88E-06,522,FALSE,1.102476596,0.29857,0
2022/2/27,253,chant,250413,10438,1,9,33,33,16,7,1,3.13E-06,526,FALSE,1.261177807,0.32848,0
2022/2/26,252,spill,248363,10087,1,5,26,34,22,10,2,5.05E-06,548,TRUE,1.002685036,0.23272,0
2022/2/25,251,vivid,255907,11687,1,2,10,29,33,21,4,8.12E-06,546,TRUE,0.859801694,0.20141,0
2022/2/24,250,bloke,250674,10405,1,6,21,32,25,12,2,1.56E-06,525,FALSE,0.989795177,0.26498,0
2022/2/23,249,trove,277576,11411,1,5,16,24,25,22,8,7.44E-07,560,FALSE,1.280828198,0.3623,0
2022/2/22,248,thorn,306356,11814,1,14,38,30,12,4,0,3.45E-06,555,FALSE,1.345878277,0.35393,0
2022/2/21,247,other,278731,10887,1,9,26,30,21,10,2,0.001275334,546,FALSE,1.461519689,0.41346,0
2022/2/20,246,tacit,273306,11094,1,4,21,32,26,14,3,3.30E-06,533,TRUE,1.334243397,0.36027,0
2022/2/19,245,swill,282327,11241,1,1,8,19,31,30,10,1.93E-07,555,TRUE,1.020368774,0.23703,0
2022/2/18,244,dodge,265238,10220,1,3,15,29,27,19,7,3.94E-06,515,TRUE,1.159542021,0.3073,0
2022/2/17,243,shake,342003,12767,1,6,16,23,24,21,9,2.17E-05,524,FALSE,1.225399041,0.34062,0
2022/2/16,242,caulk,289721,10740,1,4,20,31,26,15,3,1.09E-07,528,FALSE,0.822522729,0.18504,0
2022/2/15,241,aroma,287836,10343,1,6,25,33,22,11,2,3.73E-06,528,TRUE,1.243321107,0.32234,0
2022/2/14,240,cynic,261521,10343,1,6,25,33,22,11,2,6.16E-07,534,TRUE,0.929536004,0.21253,0
2022/2/13,239,robin,277471,3249,1,6,29,34,21,8,1,1.08E-05,538,FALSE,1.144361009,0.28701,0
2022/2/12,238,ultra,269885,9310,1,7,23,34,24,10,1,5.10E-06,552,FALSE,1.181565823,0.29993,0
2022/2/11,237,ulcer,278826,10631,1,4,18,30,28,16,3,2.72E-06,539,FALSE,1.09450626,0.28254,0
2022/2/10,236,pause,304830,13480,1,8,26,32,21,10,2,1.87E-05,542,FALSE,1.17799085,0.31883,0
2022/2/9,235,humor,305372,13846,1,5,22,34,25,11,2,1.20E-05,555,FALSE,1.041855312,0.24752,0
2022/2/8,234,frame,336236,15369,1,10,20,24,24,17,3,4.21E-05,523,FALSE,1.168126033,0.3149,0
2022/2/7,233,elder,288228,13340,1,3,13,24,30,24,5,1.48E-05,524,TRUE,1.379731508,0.39669,0
2022/2/6,232,skill,311018,13716,1,3,17,33,27,16,3,2.84E-05,543,TRUE,0.946981794,0.22115,0
2022/2/5,231,aloft,319698,13708,1,4,22,36,25,11,2,2.37E-06,534,FALSE,1.198209659,0.30983,0
2022/2/4,230,pleat,359679,14813,1,10,28,31,19,9,2,1.29E-07,534,FALSE,1.283499898,0.35879,0
2022/2/3,229,shard,358176,14609,1,7,22,28,25,14,4,8.57E-07,530,FALSE,1.230037475,0.30828,0
2022/2/2,228,moist,361908,14205,3,13,32,29,16,7,1,5.08E-06,556,FALSE,1.243299976,0.32262,0
2022/2/1,227,those,351663,13606,1,13,34,30,15,6,1,0.000622798,547,FALSE,1.470288687,0.41686,0
2022/1/31,226,light,341314,13347,1,10,25,27,19,12,5,0.000239503,536,FALSE,1.127570974,0.28156,0
2022/1/30,225,wrung,294687,11524,0,2,18,39,27,12,2,1.51E-06,563,FALSE,0.889611206,0.19869,0
2022/1/29,224,could,313220,11592,1,7,29,35,20,8,1,0.001276894,535,FALSE,0.947363697,0.21325,0
2022/1/28,223,perky,296968,11148,1,4,17,30,27,17,4,5.68E-07,555,FALSE,0.897146575,0.23364,0
2022/1/27,222,mount,331844,11451,1,9,29,33,19,7,1,1.96E-05,563,FALSE,1.128949434,0.28476,0
2022/1/26,221,whack,302348,10163,1,4,22,37,24,10,2,1.03E-06,526,FALSE,0.866640386,0.20175,0
2022/1/25,220,sugar,276404,8708,1,6,25,34,23,9,1,3.67E-05,546,FALSE,1.046692417,0.25254,0
2022/1/24,219,knoll,258038,8317,1,1,11,29,33,21,4,1.09E-06,544,TRUE,0.970193376,0.23078,0
2022/1/23,218,crimp,269929,7630,1,5,28,38,20,7,1,3.78E-07,539,FALSE,0.893951468,0.2007,0
2022/1/22,217,wince,241489,6850,1,3,17,33,29,15,3,1.39E-06,534,FALSE,1.179669248,0.31559,0
2022/1/21,216,prick,273727,7409,1,8,30,33,19,7,1,2.70E-06,537,FALSE,0.818748222,0.18436,0
2022/1/20,215,robot,243964,6589,1,8,29,34,20,8,1,1.03E-05,550,TRUE,1.208361847,0.31549,0
2022/1/19,214,point,280622,7094,1,16,37,28,12,4,1,0.000306212,554,FALSE,1.234318585,0.32207,0
2022/1/18,213,proxy,220950,6206,1,2,11,24,31,26,6,4.99E-06,578,FALSE,0.759355788,0.17547,0
2022/1/17,212,shire,222197,5640,1,8,32,32,18,8,2,8.52E-07,539,FALSE,1.387000238,0.38076,0
2022/1/16,211,solar,209609,4955,1,9,32,32,18,7,1,2.17E-05,545,FALSE,1.257301467,0.32013,0
2022/1/15,210,panic,205880,4655,1,9,35,34,16,5,1,1.86E-05,523,FALSE,1.079022637,0.26593,0
2022/1/14,209,tangy,169484,3985,1,4,21,30,24,15,5,5.53E-07,547,FALSE,1.096718035,0.27961,0
2022/1/13,208,abbey,132726,3345,1,2,13,29,31,20,3,6.39E-06,515,TRUE,0.966091771,0.25827,0
2022/1/12,207,favor ,137586,3073,1,4,15,26,29,21,4,2.74E-05,574,FALSE,1.006351556,0.24867,0
2022/1/11,206,drink,153880,3017,1,9,35,34,16,5,1,5.65E-05,536,FALSE,1.021327005,0.24727,0
2022/1/10,205,query,107134,2242,1,4,16,30,30,17,2,1.02E-05,566,FALSE,0.885506662,0.23516,0
2022/1/9,204,gorge,91477,1913,1,3,13,27,30,22,4,2.68E-06,532,TRUE,1.128761595,0.30226,0
2022/1/8,203,crank,101503,1763,1,5,23,31,24,14,2,1.58E-06,527,FALSE,0.998772705,0.24457,0
2022/1/7,202,slump,80630,1362,1,3,23,39,24,9,1,1.37E-06,561,FALSE,0.82063837,0.17445,0
